"Mineral Name","RRUFF Chemistry (plain)","Database ID","Country of Type Locality"
"Kobyashevite","Cu2+5(S6+O4)2(OH)6·4H2O","6009","Russia"
"Kochite","Ca2Mn2+Zr4+Na3Ti4+(Si2O7)2(OF)F2","5034","Denmark (Greenland)"
"Kochkarite","Pb2+Bi3+4Te2-7","2676","Russia"
"Kochsándorite","CaAl2(CO3)2(OH)4·H2O","5289","Hungary"
"Kodamaite","Na3(Ca5Na)Si16O36(OH)4F2·(14-<i>x</i>)H2O (x ≈ 5)","6920","Canada"
"Koechlinite","Bi3+2Mo6+O6","2677","Germany"
"Koenenite","Na4Mg9Al4Cl12(OH)22","2678","Germany"
"Kogarkoite","Na3S6+O4F","2679","Russia"
"Kojonenite","Pd7-xSnTe2 (0.3 ≤ x ≤ 0.8)","6291","USA"
"Kokchetavite","KAlSi3O8","5271","Kazakhstan"
"Kokinosite","Na2Ca2(V5+10O28)·24H2O","6255","USA"
"Koksharovite","CaMg2Fe3+4(V5+O4)6","6155","Russia"
"Koktaite","(N3-H4)2Ca(S6+O4)2·H2O","2680","Czech Republic"
"Kolarite","PbTeCl2","2681","India"
"Kolbeckite","Sc3+PO4·2H2O","2682","Germany"
"Kolfanite","Ca2Fe3+3O2(As5+O4)3·2H2O","2683","Russia"
"Kolicite","Zn2+4Mn2+7(As5+O4)2(SiO4)2(OH)8","2684","USA"
"Kolitschite","Pb2+[Zn2+0.5[box]0.5]Fe3+3(As5+O4)2(OH)6","5723","Australia"
"Kollerite","(N3-H4)2Fe3+(S4+O3)2(OH)·H2O","6868","Hungary"
"Kolovratite","(Ni2+,Zn2+)xV5+O4·nH2O","2685","Kyrgyzstan"
"Kolskyite","CaNa2Ti4+4(Si2O7)2O4·7H2O","6168","Russia"
"Kolwezite","Cu2+Co2+CO3(OH)2","2686","Democratic Republic of the Congo"
"Kolymite","Cu7Hg6","2687","Russia"
"Komarovite","(Ca,Sr,Na)6-x(Nb5+,Ti4+)6(Si4O12)(O,OH,F)16·nH2O","2688","Russia"
"Kombatite","Pb2+14O9(V5+O4)2Cl4","2689","Namibia"
"Komkovite","BaZr4+Si3O9·3H2O","2690","Russia"
"Konderite","Pb2+Cu2+3Rh3+8S2-16","2691","Russia"
"Koninckite","Fe3+PO4·3H2O","5308","Belgium"
"Kononovite","NaMg(S6+O4)F","6275","Russia"
"Konyaite","Na2Mg(S6+O4)2·5H2O","2692","Turkey"
"Koragoite","Mn2+2Mn3+Nb5+2(Nb5+,Ta5+)3W6+2O20","2693","Tajikistan"
"Koritnigite","Zn2+(As5+O3OH)·H2O","2694","Namibia"
"Kornelite","Fe3+2(S6+O4)3·7H2O","2695","Slovakia"
"Kornerupine","(Mg,Fe2+,Al,[box])10(Si,Al,B)5O21(OH,F)2","2696","Denmark (Greenland)"
"Korobitsynite","(Na,[box])4Ti4+2(Si4O12)(O,OH)2·4H2O","2698","Russia"
"Korshunovskite","Mg2Cl(OH)3·4H2O","2699","Russia"
"Koryakite","NaKMg2Al2(S6+O4)6","6756","Russia"
"Korzhinskite","CaB2O4·0.5H2O","2700","Russia"
"Kosmochlor","NaCr3+Si2O6","2701","Mexico"
"Kosnarite","KZr4+2(PO4)3","2702","USA"
"Kostovite","AuCuTe4","2703","Bulgaria"
"Kostylevite","K2Zr4+Si3O9·H2O","2704","Russia"
"Kotoite","Mg3(BO3)2","2705","North Korea"
"Kottenheimite","Ca3Si(S6+O4)2(OH)6·12H2O","5965","Germany"
"Köttigite","Zn2+3(As5+O4)2·8H2O","5121","Germany"
"Kotulskite","Pd(Te,Bi)2-x (x ≈ 0.4)","2706","Russia"
"Koutekite","Cu5As2","2707","Czech Republic"
"Kovdorskite","Mg2PO4(OH)·3H2O","2708","Russia"
"Kozłowskiite","Ca4Fe2+Sn4+3(Si2O7)2(Si2O6OH)2","7189","Poland"
"Kozoite-(La)","LaCO3(OH)","5122","Japan"
"Kozoite-(Nd)","NdCO3(OH)","2709","Japan"
"Kozyrevskite","Cu2+4O(As5+O4)2","6185","Russia"
"Kraisslite","Zn2+3(Mn2+,Mg)25(Fe3+,Al)(As3+O3)2[(Si,As5+)O4]10(OH)16","2711","USA"
"Krasheninnikovite","KNa2CaMg(S6+O4)3F","5972","Russia"
"Krásnoite","Ca3Al7.7Si3P4O23.5(OH)12.1F2·8H2O","5967","Czech Republic / USA"
"Krasnoshteinite","Al8[B2O4(OH)2](OH)16Cl4·7H2O","6807","Russia"
"Krasnovite","Ba(Al,Mg)(PO4,CO3)(OH)2·H2O","2712","Russia"
"Kratochvílite","C13H10","2713","Czech Republic"
"Krausite","KFe3+(S6+O4)2·H2O","2714","USA"
"Krauskopfite","BaSi2O5·3H2O","2715","USA"
"Krautite","Mn2+(As5+O3OH)·H2O","2716","Romania"
"Kravtsovite","PdAg2S","6618","Russia"
"Kreiterite","CsLi2Fe3+Si4O10F2","6933","Tajikistan"
"Kremersite","(N3-H4)2Fe3+Cl5·H2O","5123","Italy"
"Krennerite","Au3AgTe8","2717","Romania"
"Krettnichite","Pb2+Mn3+2(V5+O4)2(OH)2","2718","Germany"
"Kribergite","Al5(PO4)3(S6+O4)(OH)4·4H2O","2719","Sweden"
"Krieselite","Al2GeO4(OH)2","5317","Namibia"
"Krinovite","Na4(Mg8Cr3+4)O4[Si12O36]","2720","USA (meteorite)"
"Kristiansenite","Ca2Sc3+Sn4+(Si2O7)(Si2O6OH)","2721","Norway"
"Krivovichevite","Pb2+3Al(OH)6S6+O4(OH)","5532","Russia"
"Kröhnkite","Na2Cu2+(S6+O4)2·2H2O","4906","Chile"
"Krotite","CaAl2O4","5868","Morocco (meteorite)"
"Kroupaite","KPb2+0.5[(U6+O2)8O4(OH)10]·10H2O","6669","Czech Republic"
"Kruijenite","Ca4Al4(S6+O4)F2(OH)16·2H2O","6791","Germany"
"Krupičkaite","Cu2+6[As5+O3(OH)]6·8H2O","7041","Czech Republic"
"Krupkaite","Cu1+Pb2+Bi3+3S2-6","2722","Czech Republic"
"Krut'aite","Cu2+(Se2)2-","2723","Czech Republic"
"Krutovite","NiAs2","2724","Czech Republic"
"Kryachkoite","(Al,Cu)6(Fe,Cu)","6589","Russia (meteorite)"
"Kryzhanovskite","(Fe3+,Mn2+)3(PO4)2(OH,H2O)3","2725","Kazakhstan"
"Ktenasite","Zn2+Cu2+4(S6+O4)2(OH)6·6H2O","2726","Greece"
"Kuannersuite-(Ce)","Na2Ce2Ba6(PO4)6FCl","5191","Denmark (Greenland)"
"Kudriavite","(Cd2+,Pb2+)Bi3+2S2-4","5225","Russia"
"Kudryavtsevaite","Na3MgFe3+Ti4+4O12","6134","Botswana"
"Kufahrite","PtPb","7051","Russia"
"Kukharenkoite-(Ce)","Ba2Ce(CO3)3F","2727","Canada / Russia"
"Kukharenkoite-(La)","Ba2La(CO3)3F","5035","Russia"
"Kukisvumite","Na6Zn2+Ti4+4O4(SiO3)8·4H2O","2728","Russia"
"Kuksite","Pb2+3Zn2+3Te6+O6(PO4)2","2729","Russia"
"Kulanite","BaFe2+2Al2(PO4)3(OH)3","2730","Canada"
"Kuliginite","Fe2+3Mg(OH)6Cl2","6577","Russia"
"Kuliokite-(Y)","Y4Al(SiO4)2(OH)2F5","2731","Russia"
"Kulkeite","Na0.3Mg8Al(Si,Al)8O20(OH)10","2732","Algeria"
"Kullerudite","NiSe2","2733","Finland"
"Kumdykolite","NaAlSi3O8","5649","Kazakhstan"
"Kummerite","Mn2+Fe3+Al(PO4)2(OH)2·8H2O","6437","Germany"
"Kumtyubeite","Ca5(SiO4)2F2","5706","Russia"
"Kunatite","Cu2+Fe3+2(PO4)2(OH)2·4H2O","5656","Australia"
"Kupčíkite","Cu3.4Fe0.6Bi5S10","5036","Austria"
"Kupletskite","K2NaMn2+7Ti4+2(Si4O12)2O2(OH)4F","2734","Russia"
"Kupletskite-(Cs)","Cs1+2NaMn2+7Ti4+2(Si4O12)2O2(OH)4F","1380","Tajikistan"
"Kuramite","Cu1+2Cu2+Sn4+S2-4","2735","Uzbekistan"
"Kuranakhite","Pb2+Mn4+Te6+O6","2736","Russia"
"Kuratite","Ca2(Fe2+5Ti4+)O2[Si4Al2O18]","6268","Argentina (meteorite)"
"Kurchatovite","CaMgB2O5","2737","Russia"
"Kurgantaite","CaSrB5O9Cl·H2O","2738","Kazakhstan"
"Kurilite","Ag8Te3Se","5809","Russia"
"Kurnakovite","MgB3O3(OH)5·5H2O","2739","Kazakhstan"
"Kurumsakite","Zn2+8Al8V5+2Si5O35·27H2O","5124","Kazakhstan"
"Kusachiite","Cu2+Bi3+2O4","2740","Japan"
"Kushiroite","CaAl(AlSi)O6","5719","Antarctica (meteorite)"
"Kutinaite","Ag6Cu14As7","2741","Czech Republic"
"Kutnohorite","CaMn2+(CO3)2","2742","Czech Republic"
"Kuvaevite","Ir5Ni10S16","7061","Russia"
"Kuzelite","Ca4Al2(OH)12(S6+O4)·6H2O","2743","Germany"
"Kuzmenkoite-Mn","K4Mn2+2Ti4+8(Si4O12)4(OH,O)8·10-12H2O","2744","Russia"
"Kuzmenkoite-Zn","K2Zn2+Ti4+4(Si4O12)2(OH)4·6-8H2O","2745","Russia"
"Kuzminite","Hg1+Br","2746","Russia"
"Kuznetsovite","Hg1+2Hg2+(As5+O4)Cl","2747","Kyrgyzstan / Russia"
"Kvanefjeldite","Na4CaSi6O14(OH)2","2748","Denmark (Greenland)"
"Kyanite","Al2OSiO4","2749","Austria"
"Kyanoxalite","Na7(Al5-6Si6-7O24)((C2)6+O4)0.5-1.0·5H2O","5700","Russia"
"Kyawthuite","Bi3+Sb5+O4","6477","Myanmar"
"Kyrgyzstanite","Zn2+Al4S6+O4(OH)12·3H2O","5404","Kyrgyzstan"
"Kyzylkumite","Ti4+2V3+O5(OH)","2750","Uzbekistan"
"Laachite","(Ca,Mn2+)2Zr4+2Nb5+2Ti4+Fe2+O14","6163","Germany"
"Labuntsovite-Fe","Na4K4Fe2+2Ti4+8(Si4O12)4(O,OH)8·10-12H2O","2751","Russia"
"Labuntsovite-Mg","Na4K4Mg2Ti4+8O4(Si4O12)4(OH)4·10-12H2O","2752","Russia"
"Labuntsovite-Mn","Na4K4Mn2+2Ti4+8O4(Si4O12)4(OH)4·10-12H2O","2753","Russia"
"Labyrinthite","(Na,K,Sr)35Ca12Fe2+3Zr4+6Ti4+Si51O144(O,OH,H2O)9Cl3","2754","Russia"
"Lacroixite","NaAl(PO4)F","2755","Germany"
"Laffittite","Ag1+Hg2+As3+S2-3","2756","France"
"Laflammeite","Pd3Pb2S2","2757","Finland"
"Laforêtite","Ag1+In3+S2-2","2758","France"
"Lafossaite","TlCl","5239","Italy"
"Lagalyite","Ca2xMn4+1-xO2·1.5-2H2O (x = 0.05-0.08)","6633","Germany"
"Lahnsteinite","Zn2+4(S6+O4)(OH)6·3H2O","6059","Germany"
"Laihunite","(Fe3+,Fe2+,[box])2SiO4","2759","China"
"Laitakarite","Bi4Se3","2760","Finland"
"Lakargiite","CaZr4+O3","5620","Russia"
"Lakebogaite","NaCaFe3+2H(U6+O2)2(PO4)4(OH)2·8H2O","5588","Australia"
"Lalondeite","(Na,Ca)6(Ca,Na)3Si16O38(F,OH)2·3H2O","2761","Canada"
"Lammerite","Cu2+3(As5+O4)2","2762","Bolivia"
"Lammerite-β","Cu2+3(As5+O4)2","5732","Russia"
"Lamprophyllite","(SrNa)Ti4+2Na3Ti4+(Si2O7)2O2(OH)2","2763","Russia"
"Lanarkite","Pb2+2O(S6+O4)","2764","United Kingdom"
"Landauite","(Na,Pb2+)(Mn2+,Y3+)(Zn2+,Fe2+)2(Ti4+,Fe3+,Nb5+)18(O,OH,F)O38","2765","Russia"
"Landesite","Mn2+9Fe3+3(PO4)8(OH)3·9H2O","2766","USA"
"Långbanite","Mn2+4Mn3+9Sb5+O16(SiO4)2","2767","Sweden"
"Långbanshyttanite","Pb2+2Mn2+2Mg(As5+O4)2(OH)4·6H2O","5910","Sweden"
"Langbeinite","K2Mg2(S6+O4)3","2768","Germany"
"Langhofite","Pb2+2(OH)[W6+O4(OH)]","6894","Sweden"
"Langisite","CoAs","2769","Canada"
"Langite","Cu2+4S6+O4(OH)6·2H2O","2770","United Kingdom"
"Lanmuchangite","Tl1+Al(S6+O4)2·12H2O","2771","China"
"Lannonite","HCa4Mg2Al4(S6+O4)8F9·32H2O","2772","USA"
"Lansfordite","MgCO3·5H2O","2773","USA"
"Lanthanite-(Ce)","Ce2(CO3)3·8H2O","2774","United Kingdom"
"Lanthanite-(La)","La2(CO3)3·8H2O","2775","Sweden"
"Lanthanite-(Nd)","Nd2(CO3)3·8H2O","2776","Brazil"
"Lapeyreite","Cu2+3O[As5+O3(OH)]2·H2O","5689","France"
"Laphamite","As2Se3","2777","USA"
"Lapieite","Cu1+Ni2+Sb3+S2-3","2778","Canada"
"Laplandite-(Ce)","Na4Ce3+Ti4+PSi7O22·5H2O","2779","Russia"
"Laptevite-(Ce)","NaFe2+(Ce3+7Ca5Y3+3)(SiO4)4(Si3B2PO18)(BO3)F11","6026","Tajikistan"
"Larderellite","N3-H4B5O7(OH)2·H2O","2780","Italy"
"Larisaite","Na(H3O)(U6+O2)3(Se4+O3)2O2·4H2O","5210","USA"
"Larnite","Ca2SiO4","2781","United Kingdom"
"Larosite","(Cu1+,Ag1+)21Pb2+Bi3+S2-13","2782","Canada"
"Larsenite","Pb2+Zn2+SiO4","2783","USA"
"Lasalite","Na2Mg2(V5+10O28)·20H2O","5559","USA"
"Lasnierite","(Ca,Sr)(Mg,Fe2+)2Al(PO4)3","6729","Madagascar"
"Latiumite","(Ca,K)4(Si,Al)5O11(S6+O4,CO3)","2784","Italy"
"Latrappite","Ca2Fe3+Nb5+O6","2785","Canada"
"Laueite","Mn2+Fe3+2(PO4)2(OH)2·8H2O","2786","Germany"
"Laumontite","Ca(Si4Al2)O12·4H2O","2787","France"
"Launayite","Cu1+Pb2+10(Sb3+,As3+)13S2-30","2788","Canada"
"Lauraniite","Cu2+6Cd2+2(S6+O4)2(OH)12·5H2O","6937","Bolivia"
"Laurelite","Pb2+7F12Cl2","2789","USA"
"Laurentianite","Na3Nb5+3Si4O17·9H2O","5847","Canada"
"Laurentthomasite","Mg2K(Be2Al)Si12O30","6882","Madagascar"
"Laurionite","Pb2+Cl(OH)","2790","Greece"
"Laurite","Ru2+(S2)2-","2791","Indonesia"
"Lausenite","Fe3+2(S6+O4)3·5H2O","2792","USA"
"Lautarite","Ca(I5+O3)2","2793","Chile"
"Lautenthalite","Pb2+Cu2+4(S6+O4)2(OH)6·3H2O","2794","Germany"
"Lautite","CuAsS","2795","Germany"
"Lavendulan","NaCaCu2+5(As5+O4)4Cl·5H2O","2796","Czech Republic"
"Låvenite","(Na,Ca)2(Mn2+,Fe2+)(Zr4+,Ti4+,Nb5+)(Si2O7)(O,F)2","2797","Norway"
"Laverovite","K2NaMn2+7Zr4+2(Si4O12)2O2(OH)4F","6803","Canada"
"Lavinskyite","K(LiCu2+)Cu2+6(Si4O11)2(OH)4","6038","South Africa"
"Lavoisierite","Mn2+8[Al10(Mn3+Mg)][Si11P]O44(OH)12","6068","Italy"
"Lavrentievite","Hg3S2Cl2","2798","Russia"
"Lawrencite","Fe2+Cl2","2799","USA"
"Lawsonbauerite","Mn2+9Zn2+4(S6+O4)2(OH)22·8H2O","2800","USA"
"Lawsonite","CaAl2Si2O7(OH)2·H2O","2801","USA"
"Lazaraskeite","Cu2+(C2H3O3)2","6805","USA"
"Lazarenkoite","CaFe3+As3+3O7·3H2O","2802","Russia"
"Lazaridisite","(Cd2+S6+O4)3·8H2O","6096","Greece"
"Lazulite","MgAl2(PO4)2(OH)2","2803","Austria"
"Lazurite","Na7Ca(Al6Si6O24)(S6+O4)(S3)1-·H2O","2804","Afghanistan / Russia"
"Lead","Pb","2805","unknown"
"Leadamalgam","HgPb2","2806","China"
"Leadhillite","Pb2+4(S6+O4)(CO3)2(OH)2","2807","United Kingdom"
"Lechatelierite","SiO2","5405","Niger"
"Lecontite","(N3-H4)Na(S6+O4)·2H2O","2809","Honduras"
"Lecoqite-(Y)","Na3Y(CO3)3·6H2O","5729","Canada"
"Leesite","K(H2O)2[(U6+O2)4O2(OH)5]·3H2O","6593","USA"
"Lefontite","Fe2+2Al2Be(PO4)2(OH)6","6312","Brazil"
"Legrandite","Zn2+2As5+O4(OH)·H2O","2810","Mexico"
"Leguernite","Bi3+38O42(S6+O4)15","6215","Italy"
"Lehmannite","Na18Cu2+12Ti4+O8(As5+O4)8FCl5","6821","Russia"
"Lehnerite","Mn2+(U6+O2)2(PO4)2·8H2O","2811","Germany"
"Leifite","Na7Be2(Si15Al3)O39(F,OH)2","2812","Denmark (Greenland)"
"Leightonite","K2Ca2Cu2+(S6+O4)4·2H2O","2813","Chile"
"Leisingite","Cu2+2MgTe6+O6·6H2O","2814","USA"
"Leiteite","Zn2+As3+2O4","2815","Namibia"
"Lemanskiite","NaCaCu2+5(As5+O4)4Cl·3H2O","2816","Chile"
"Lemmleinite-Ba","Na4K4Ba2+xTi4+8(Si4O12)4(O,OH)8·8H2O","2817","Russia"
"Lemmleinite-K","Na4K8Ti4+8(Si4O12)4(O,OH)8·8H2O","2818","Russia"
"Lemoynite","Na2CaZr4+2Si10O26·5-6H2O","2819","Canada"
"Lenaite","Ag1+Fe3+S2-2","2820","Russia"
"Lengenbachite","Ag1+4Cu1+2Pb2+18As3+12S2-39","2821","Switzerland"
"Leningradite","Pb2+Cu2+3(V5+O4)2Cl2","2822","Russia"
"Lennilenapeite","K7(Mg,Mn2+,Fe2+,Zn2+)48(Si,Al)72(O,OH)216·16H2O","2823","USA"
"Lenoblite","V4+2O4·2H2O","2824","Gabon"
"Leogangite","Cu2+10(As5+O4)4S6+O4(OH)6·8H2O","5311","Austria"
"Leonardsenite","MgAlF5·2H2O","6005","Iceland"
"Leonite","K2Mg(S6+O4)2·4H2O","2825","Germany"
"Leószilárdite","Na6Mg(U6+O2)2(C4+O3)6·6H2O","6529","USA"
"Lepageite","Mn2+3(Fe3+7Fe2+4)O3[Sb3+5As3+8O34]","6772","Poland"
"Lepersonnite-(Gd)","CaGd3+2(U6+O2)24(CO3)8Si4O28·60H2O","2826","Democratic Republic of the Congo"
"Lepersonnite-(Nd)","Nd4(U6+O2)24(SiO4)4(CO3)8(OH)28·48H2O","7173","Democratic Republic of the Congo"
"Lepidocrocite","Fe3+O(OH)","2827","Czech Republic"
"Lepkhenelmite-Zn","Ba2Zn2+(Ti4+,Nb5+)4(Si4O12)2(O,OH)4·7H2O","5219","Russia"
"Lermontovite","U4+PO4(OH)·H2O","5125","Russia"
"Letovicite","(N3-H4)3H(S6+O4)2","2830","Czech Republic"
"Leucite","K(Si2Al)O6","2831","Italy"
"Leucophanite","NaCaBeSi2O6F","2832","Norway"
"Leucophoenicite","Mn2+7(SiO4)3(OH)2","2833","USA"
"Leucophosphite","KFe3+2(PO4)2(OH)·2H2O","2834","Australia"
"Leucosphenite","Na4BaTi4+2B2Si10O30","2835","Denmark (Greenland)"
"Leucostaurite","Pb2+2B5O9Cl·0.5H2O","5648","Chile"
"Levantite","KCa3Al2(SiO4)(Si2O7)(PO4)","6651","Israel"
"Leverettite","Cu2+3Co2+Cl2(OH)6","6174","Chile"
"Levinsonite-(Y)","YAl(S6+O4)2((C2)6+O4)·12H2O","2836","USA"
"Lévyclaudite","Pb2+8Cu1+3Sn4+7(Bi3+,Sb3+)3S2-28","2837","Greece"
"Lévyne-Ca","Ca3(Si12Al6)O36·18H2O","2838","Denmark (Faroe Islands)"
"Lévyne-Na","Na6(Si12Al6)O36·18H2O","2839","Japan"
"Leydetite","Fe2+(U6+O2)(S6+O4)2·11H2O","6120","France"
"Liandratite","U6+Nb5+2O8","2840","Madagascar"
"Liberite","Li2BeSiO4","2841","China"
"Libethenite","Cu2+2PO4(OH)","2842","Slovakia"
"Liebauite","Ca3Cu2+5Si9O26","2844","Germany"
"Liebenbergite","Ni2+2SiO4","2845","South Africa"
"Liebermannite","KAlSi3O8","6287","Nigeria (meteorite)"
"Liebigite","Ca2(U6+O2)(CO3)3·11H2O","2846","Turkey"
"Liguowuite","W6+O3","7111","China"
"Likasite","Cu2+3N5+O3(OH)5·2H2O","2847","Democratic Republic of the Congo"
"Lileyite","Ba2Ti4+2Na2Fe2+Mg(Si2O7)2O2F2","5949","Germany"
"Lillianite","Pb2+3-2xAg1+xBi3+2+xS2-6","2848","USA"
"Lime","CaO","2849","Italy"
"Limousinite","BaCa[Be4P4O16]·6H2O","6901","France"
"Linarite","Pb2+Cu2+S6+O4(OH)2","2850","Spain"
"Lindackerite","Cu2+5(As5+O4)2(As5+O3OH)2·9H2O","2851","Czech Republic"
"Lindbergite","Mn2+(C2)6+O4·2H2O","5238","Brazil"
"Lindgrenite","Cu2+3(Mo6+O4)2(OH)2","2852","Chile"
"Lindqvistite","Pb2+2Mn2+Fe3+16O27","2853","Sweden"
"Lindsleyite","(Ba,Sr)(Zr4+,Ca)(Fe3+,Mg)2(Ti4+,Cr3+,Fe3+)18O38","2854","South Africa"
"Lindströmite","Cu1+3Pb2+3Bi3+7S2-15","2855","Sweden"
"Línekite","K2Ca3[(U6+O2)(CO3)3]2·8H2O","6121","Czech Republic"
"Lingbaoite","AgTe3","6897","China"
"Lingunite","NaAlSi3O8","5538","China (meteorite)"
"Linnaeite","Co2+Co3+2S2-4","2856","Sweden"
"Lintisite","Na3LiTi4+2O2(SiO3)4·2H2O","2857","Russia"
"Linzhiite","FeSi2","5838","China"
"Liottite","Na16Ca8Si18Al18O72(S6+O4)5Cl4","2858","Italy"
"Lipscombite","Fe2+Fe3+2(PO4)2(OH)2","2859","Brazil"
"Lipuite","KNa8Mn3+5Mg0.5(Si12O30(OH)4)(PO4)O2(OH)2·4H2O","6339","South Africa"
"Liraite","NaCa2Mn2+2[Fe3+Fe2+]Mn2+2(PO4)6(H2O)2","6972","Argentina"
"Liroconite","Cu2+2AlAs5+O4(OH)4·4H2O","2860","United Kingdom"
"Lisanite","CaNi2+P2O7","7126","Israel"
"Lisetite","Na2CaAl4(SiO4)4","2861","Norway"
"Lishizhenite","Zn2+Fe3+2(S6+O4)4·14H2O","2862","China"
"Lisiguangite","Cu1+Pt2+Bi3+S2-3","5614","China"
"Lisitsynite","KBSi2O6","2863","Russia"
"Liskeardite","(Al,Fe3+)32(As5+O4)18(OH)42(H2O)22·52H2O","2864","United Kingdom"
"Lislkirchnerite","Pb2+6Al(OH)8Cl2(N5+O3)5·2H2O","6465","Argentina"
"Litharge","Pb2+O","2865","USA"
"Lithiomarsturite","LiCaMn2+3Si5O14(OH)","2866","USA"
"Lithiophilite","LiMn2+PO4","2867","USA"
"Lithiophorite","(Al,Li)Mn4+O2(OH)2","2868","Germany"
"Lithiophosphate","Li3PO4","2869","Russia"
"Lithiotantite","LiTa5+3O8","2870","Kazakhstan"
"Lithiowodginite","LiTa5+3O8","2871","Kazakhstan"
"Lithosite","K3Al2Si4O12(OH)","2872","Russia"
"Litidionite","KNaCu2+Si4O10","2873","Italy"
"Litochlebite","Ag1+2Pb2+Bi3+4Se2-8","5763","Czech Republic"
"Litvinskite","Na3Zr4+Si6O13(OH)5","2874","Russia"
"Liudongshengite","Zn2+4Cr3+2(OH)12(CO3)·3H2O","6877","USA"
"Liuite","Fe2+Ti4+O3","6837","India (meteorite)"
"Liveingite","Pb2+20As3+24S2-56","2875","Switzerland"
"Liversidgeite","Zn2+6(PO4)4·7H2O","5708","Australia"
"Livingstonite","Hg2+Sb3+4S2-6(S2)2-","2876","Mexico"
"Lizardite","Mg3Si2O5(OH)4","2877","United Kingdom"
"Llantenesite","Cu2+6Al[Se6+O4](OH)12Cl·3H2O","6849","Argentina"
"Lobanovite","K2Na(Fe2+4Mg2Na)Ti4+2(Si4O12)2O2(OH)4","2964","Russia"
"Lokkaite-(Y)","CaY4(CO3)7·9H2O","2878","Finland"
"Löllingite","Fe3+(As2)3-","2879","Austria"
"Lombardoite","Ba2Mn3+(As5+O4)2(OH)","6585","Italy"
"Lomonosovite","Na6Na2Ti4+2Na2Ti4+2(Si2O7)2(PO4)2O4","2880","Russia"
"Londonite","CsBe5Al4B11O28","2881","Madagascar"
"Lonecreekite","N3-H4Fe3+(S6+O4)2·12H2O","2882","South Africa"
"Lonsdaleite","C","2883","USA"
"Loomisite","Ba[Be2P2O8]·H2O","7227","USA"
"Loparite-(Ce)","(Na,Ce3+,Sr)(Ce3+,Th4+)(Ti4+,Nb5+)2O6","2884","Russia"
"Lopatkaite","Pb2+5Sb3+3As3+S2-11","6139","Canada"
"Lópezite","K2Cr6+2O7","2885","Chile"
"Lorándite","Tl1+As3+S2-2","2886","North Macedonia"
"Loranskite-(Y)","(Y,Ce,Ca)(Zr4+,Ta5+)2O6","5043","Russia"
"Lorenzenite","Na2Ti4+2O3(Si2O6)","2887","Denmark (Greenland)"
"Loseyite","Mn2+4Zn2+3(CO3)2(OH)10","2888","USA"
"Lotharmeyerite","CaZn2+2(As5+O4)2·2H2O","2889","Mexico"
"Loudounite","NaCa5Zr4+4Si16O40(OH)11·8H2O","2890","USA"
"Loughlinite","Na2Mg3Si6O16·8H2O","2891","USA"
"Lourenswalsite","(K,Ba)2Ti4+4(Si,Al)6O14(OH)12","2892","USA"
"Lovdarite","K2Na6Be4Si14O36·9H2O","2893","Russia"
"Loveringite","(Ca,Ce,La)(Zr4+,Fe3+)(Mg,Fe3+)2(Ti4+,Fe3+,Cr3+,Al)18O38","2894","Australia"
"Lovozerite","Na3CaZr4+Si6O15(OH)3","2895","Russia"
"Löweite","Na12Mg7(S6+O4)13·15H2O","2896","Austria"
"Luanheite","Ag3Hg","2897","China"
"Luanshiweiite","KLiAl1.5(Si3.5Al0.5)O10(OH)2","6049","China"
"Luberoite","Pt5Se4","2898","Democratic Republic of the Congo"
"Luboržákite","Mn2+2As3+Sb3+S2-5","7008","Russia"
"Lucabindiite","(K,N3-H4)As3+4O6(Cl,Br)","5940","Italy"
"Lucasite-(Ce)","Ce3+Ti4+2O5(OH)","2899","Australia"
"Lucchesiite","CaFe2+3Al6(Si6O18)(BO3)3(OH)3O","6445","Sri Lanka / Czech Republic"
"Luddenite","Cu2+2Pb2+2Si5O14·14H2O","2900","USA"
"Ludjibaite","Cu2+5(PO4)2(OH)4","2901","Democratic Republic of the Congo"
"Ludlamite","Fe2+3(PO4)2·4H2O","2902","United Kingdom"
"Ludlockite","Pb2+Fe3+4As3+10O22","2903","Namibia"
"Ludwigite","Mg2Fe3+O2(BO3)","2904","Romania"
"Lueshite","NaNb5+O3","2905","Democratic Republic of the Congo"
"Luetheite","Cu2+Al(As5+O4)(OH)2","2906","USA"
"Lukechangite-(Ce)","Na3Ce3+2(CO3)4F","2907","Canada"
"Lukkulaisvaaraite","Pd14Ag2Te9","6274","Russia"
"Lukrahnite","CaCu2+Fe3+(As5+O4)2(OH,H2O)2","2908","Namibia"
"Lulzacite","Sr2Fe2+3Al4(PO4)4(OH)10","2909","France"
"Lumsdenite","NaCa3Mg2(As3+V4+2V5+10As5+6O51)·45H2O","6822","USA"
"Lüneburgite","Mg3[B2(OH)6(PO4)2]·6H2O","2910","Germany"
"Lunijianlaite","Li0.7Al6.2(Si7Al)O20(OH,O)10","2911","China"
"Lun'okite","MgMn2+Al(PO4)2(OH)·4H2O","2912","Russia"
"Luobusaite","Fe0.84Si2","5512","China"
"Luogufengite","Fe3+2O3","6533","USA"
"Lusernaite-(Y)","Y4Al(CO3)2(OH,F)11·6H2O","6052","Italy"
"Lussierite","Na10[(U6+O2)(S6+O4)4](S6+O4)2(H2O)3","6830","USA"
"Luxembourgite","Ag1+Cu1+Pb2+Bi3+4Se2-8","6880","Luxembourg"
"Luzonite","Cu3AsS2-4","2913","Philippines"
